Year,Algeria,Angola,Benin,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Djibouti,"Egypt, Arab Rep.",Equatorial Guinea,Ethiopia,Gabon,"Gambia, The",Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Libya,Madagascar,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Rwanda,Senegal,Seychelles,Sierra Leone,South Africa,Sudan,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe
2013,28.3516432281546,36.0648469678372,31.6296265138756,64.4032781650237,36.9588658493908,37.5088230179325,48.6530214634517,26.0354276781842,23.4263327799409,39.0833240894528,30.1949080601823,41.0200838361798,40.0685228074953,191.458214156603,23.3551924317351,39.239968263518,28.9877135217855,33.2776302665374,26.482754996429,35.318538506149,53.9558259926726,26.7430406090989,29.6724619595649,95.1158250474138,46.4457533337369,33.0954157122318,39.8771206135254,56.8502249709266,60.7359085983185,43.6044908923701,81.3915693283089,60.2229193151294,29.3161155472406,29.2009566249696,38.2770240497678,101.814701587263,37.6043448840784,30.4957473096901,17.3516333336233,29.6188399281829,47.8175421461932,54.0652513616158,26.5961192021574,39.9735243276517,36.6687353530613
2014,29.3040555963989,34.6378933219044,33.8374338168225,58.214573898057,31.8915583395886,34.2990046114706,54.0555599295354,27.2224137750793,36.4193044299887,42.4651602793754,29.5593510181742,41.8579612736924,51.0639817323687,140.993551668282,22.6760563380282,38.4159100730149,29.0994642402923,28.9994366216762,36.4210353312654,35.6046602824807,50.0834549289601,30.1755373568722,29.6976848964037,88.1427800349944,44.2865616357103,33.6875202364915,38.0832205310376,54.2211706416612,58.0650479204498,41.7605801165106,83.567817945125,64.0630518000757,29.7957379087183,30.0340721108669,36.6642322347768,114.173720268192,33.5128292578677,30.4989547517121,13.2361978812986,27.2868130672252,41.5861819210567,53.159638737738,21.0661901743321,37.3712098089792,33.7414695015361
2015,32.676480909369,33.1339181383385,32.0358619739087,59.809993673185,32.9815357744638,16.4210098504297,52.8730778064209,24.5509971984078,36.0774871532986,36.5624034599938,27.6687537644801,31.6068631635076,76.4636727651309,122.942148774525,21.6620974671631,42.2195853462674,30.2928105475922,27.9177729544577,28.9515244974666,42.6895661009546,50.9458587644995,29.3236636269032,25.1986507884515,86.8309693705568,34.6775332111739,32.8297327068242,39.5959311743242,47.1516417391617,55.6481270311876,37.2928220354154,66.1889101182498,61.8681833775841,30.4590604092492,31.9701887799487,35.4331431725293,97.3903842075545,30.0883607179605,29.0130377322327,11.9553619254684,23.6527693247348,42.2240133650803,48.848691902871,24.8119730176989,42.7267429747933,37.5886353158634
2016,31.2742448207328,25.2456726203982,31.3801402666294,45.8533350055731,31.9772079951896,16.6592030672841,53.9051911427786,21.6886527708619,35.7087643640963,37.001888368984,26.4599841389376,31.9687680601104,80.1912922339397,109.307973495828,19.9010851110947,41.1879007790367,27.0869722982698,26.0980337724197,25.3584531644371,36.6837602962245,82.4679548110406,30.5259420089505,21.6152747725065,90.53558249635,26.5322885114747,31.7421290495881,40.320383449542,39.2281211248166,52.1920378892811,40.3880652392646,75.0124208061143,58.9567205420598,24.3047703306361,34.0631039507003,32.5473111109457,95.5159309851078,33.1451353719691,27.7051693349827,10.2771788829636,19.0704953363596,39.5323821991712,48.7973687883644,18.7821976075312,38.6338855056502,31.2754930936409
2017,29.4871366540912,23.2527202247958,34.2710021769642,39.0039088877955,32.8163945669667,16.2137187724929,57.9833303204581,20.8479230222608,39.8837719516938,39.7020456976579,28.2630424728857,39.0408574384307,46.6543635995027,155.869604932974,27.8180475395935,43.5651530381,23.4742626798764,24.8419864730712,37.252844786499,36.6714905104435,56.5913353153077,30.3793671863376,23.2583979340349,98.8898372962274,20.3517104782416,34.4407706308106,36.1156089384537,44.3093026532937,53.0950955989181,41.5668968878792,64.7021773815331,47.5988620240004,26.2645705228033,33.1468865404281,35.775196697845,103.532664131629,30.8717538198219,26.1958560481525,11.7192455714973,17.4491004195082,32.7293806789075,54.0811575165545,20.1759235122395,36.5928368906648,10.4566008168369
2018,29.0130619390143,25.541723496358,34.5209638714363,43.2269600709101,32.5167194817269,20.9140481504705,60.0015305876965,21.8513494080099,33.7201700016618,38.0140712835805,30.087130352257,37.3662008854446,38.372624484659,143.778811648303,27.9263640649779,44.0311468985135,22.8266990770053,22.7375212062962,42.5242842292877,34.5036220155637,48.7770160108349,29.3620739934989,21.8727778433835,94.6018440436975,24.1676291797669,36.305481014417,35.622374290146,52.5604790922211,51.9909128541917,43.4264501517272,79.0764216850568,45.8313007368101,26.2431112441787,34.6761153853403,38.8407480009875,98.6631327999028,26.1386343633649,26.9885079767917,14.2177167427683,17.9034665112026,33.1318512447495,58.3889083112435,21.5513525388056,36.9309649794271,28.3862972637424
2019,26.0989006586763,17.0387830650203,34.0508051206822,46.0051637049108,31.1509972180432,23.8541700005272,56.8976233266308,23.528422500723,34.3104199996784,37.8282721194732,29.4946179024958,29.3674929390241,35.3769404227539,154.221256626515,24.4799857040743,43.7480428771542,20.8753243982814,21.9970162214648,35.8320203806507,39.3752028696209,43.3732638929645,31.8137818932296,20.3314661545478,94.3073053135637,36.6386467842538,34.1769218025153,37.9534116337441,51.089170094471,51.824810391558,41.9050584109511,68.4491150410889,46.5002688810536,26.3431895090269,36.1502193247898,39.253116408714,91.0515782587732,27.8678121639067,26.6958670030255,17.666637037634,16.9818431017325,32.3299406897562,56.383178565707,22.2519959480052,34.1550123329079,28.2418045662371
2020,24.8545554509197,27.6274881904292,24.9607629492202,46.3729291399852,28.9629129494576,22.2240099992609,53.1000838209903,18.503094380908,34.3485400014428,42.0142110926852,28.0581825073439,29.8868058018726,28.5875814395408,107.211459897941,19.6534798296655,37.0824347940291,16.878912700715,22.5145718306592,37.7878762852843,35.0500782295317,68.7954413842173,28.3919611246828,17.5959466433724,96.6475923666881,30.6120033812341,28.8686324830754,36.2953550676841,45.3700638487291,46.4807496090217,38.0496964364582,67.1162725831946,43.2473734519041,25.7751450508943,35.8620097177129,39.346318758136,86.9366420475376,20.7217423891553,23.1837449200214,4.82983238157553,14.4591413507523,32.2850099776969,46.3339137973308,21.585893851908,32.4866629404379,25.0203024458535
2021,23.3926919693657,26.7192226195468,27.1360546569676,46.844287787324,29.6232851445985,23.8183699996008,53.6052602688779,20.2219506820777,30.9316599983489,44.2346496159658,31.4704071109001,40.0954818555036,32.7096322965954,120.998169110085,19.295823265447,31.839097550571,16.7133376825376,24.4091917128478,35.4806480369685,32.6527114432115,58.9768995109853,28.0685456139037,20.0547288409003,93.0403896439522,72.2294624156388,31.6827517090036,39.339531922357,48.450850492821,53.7982945111496,42.3873322350718,71.7284659340598,51.5878922090636,27.0221728812007,35.1190676471209,44.7363918727061,103.50694354147,26.6022502618224,24.9311150310516,1.87767821048496,15.7951616808233,33.9554650531882,52.0703219957283,25.9326225729506,33.9924211751453,28.0718876497548
2022,20.3933971934105,25.2994284078973,29.2803105204475,42.0664228333796,33.0990310342397,23.3442218510957,58.3098826343223,21.9647892415588,32.9330700029707,40.4028154323885,35.0656469520052,48.2307171126431,34.3491898359076,171.193558162328,21.8960790564233,28.8459309342984,18.3515388544611,24.4843556565563,36.1520709046807,35.451412242532,48.7466212613867,32.1211223466339,21.4991695109477,95.8675991077489,64.3407611745263,38.4765659085317,42.2868639466224,62.2880913027036,62.9968101905832,56.320581289955,85.4526356129497,58.7630360231284,22.8087338137768,38.6670183003832,53.1755201063762,97.7856135779398,28.2816299331496,31.4115525789563,1.12767260530269,19.5897411900311,39.8886139342477,62.0218660166441,22.4833064937607,29.1033177078897,36.8914374415448
2023,20.0633778247296,26.1849092185214,30.1570110221303,36.5821112512447,35.9600256062745,24.3298626640039,56.3745937204801,20.603584977619,29.0397439989846,48.072669628379,34.9854967116694,47.0152754036475,39.314466600576,173.596569008243,21.3403342882993,24.8409553263226,13.9924088899406,27.7503319259307,32.8315063993382,34.9998302644838,48.9771253382285,28.1505489888657,20.405973840686,98.5907749545486,70.5414639888686,33.9114943265549,39.9858729507148,53.1825806849992,55.4331839430879,51.0393218884237,60.348387217791,66.1982315495627,21.5947853362086,40.5633385715907,48.0118363812025,97.1188057016872,34.344460849746,32.4255686817089,1.36562018956999,21.0166049300483,37.522132802206,55.2943891824063,21.739987404672,37.3957630764767,29.2155635135643
