Year,Algeria,Angola,Benin,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Djibouti,"Egypt, Arab Rep.",Equatorial Guinea,Eswatini,Ethiopia,Gabon,"Gambia, The",Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Liberia,Libya,Madagascar,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Nigeria,Rwanda,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,South Africa,Sudan,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe
2010,1.2939046748781768,-3.8511114995358584,0.5611447480030471,1.7280613479871167,0.3844922198256654,0.038411913080394364,6.368021377955564,1.9495238669362116,,0.9196698598827118,12.716013502619974,11.577295221729585,3.2341532969717606,2.9160165755014087,,3.0562647733798265,0.9630306253599362,3.645404176214036,2.4065968964485256,7.849484552617097,-1.4788135384305416,2.7911764723068098,0.39216428739503534,0.42549058329880696,103.33738709903302,2.3666496068764165,9.138671338281117,0.9578146213455436,3.479525854185086,0.29762587899395515,1.2863809094009824,1.2299824583835055,11.027556135733919,2.5152532674770507,10.14668991556397,1.6420736918665149,3.529814636338074,26.62860880782359,1.6877833670105808,16.27879809573662,5.911156673952198,0.8849046116860111,3.500045395358451,5.663967966178056,2.634931267310191,2.888142317589816,2.039004710674514,8.533196437915773,1.01802173065599
2011,1.1776732910117111,-2.7048732364500934,1.5084405044993048,1.94040749024403,1.190744933686253,0.15005671145947047,4.99538224029447,2.132703912519327,,2.2596765432455457,6.176624593151824,1.9078347946161718,6.37538483893528,-0.2045428488075266,,2.0476871336774023,1.9673566390525452,6.169785457804641,2.559218269827534,8.255879713424498,14.090503571992189,2.1627000939586107,3.0947110338126813,2.371601576382894,86.98944676118974,0.27195765731389876,7.05979214971636,6.977522277617276,4.285271761911627,0.02162720632906965,1.3700689852771932,2.2904684049663975,25.062363681929668,6.416813223469507,12.164506140303589,2.133117701612995,1.628597559542924,14.198118111968782,1.9010699640596282,13.527069086722337,20.720763897455722,0.9033814243325573,3.1523485296288385,3.547208497357848,13.438794846460647,0.8990775349800392,3.208606034438504,4.725161568679119,2.441511458549372
2012,0.6605519538987953,-1.1437677792166274,2.527057775349641,1.0504010649121769,2.6214599053018075,0.025925039024225084,6.691297999940509,1.7488404761215988,,1.0213381840006013,9.866868879435449,-0.3913993975192825,8.126150917200466,1.0023407177404897,,0.5418954946099646,0.6431728982290367,3.944723712254148,2.910481969148615,7.982515659178518,7.928207219702464,0.6312979148921044,2.4472594098892757,2.2865016966739096,82.74715778220056,2.7112325104149524,7.036805333555404,-0.10128542607035687,3.1975675153687786,20.601305404589148,1.54572587945332,2.6575871264150672,33.76710280124306,7.9861304496265895,8.92367913404554,1.5237823376912711,3.5221939672414293,9.797006994604086,1.5636801956503985,56.28826544198646,12.187683728716653,1.0649224948569644,6.142124346999656,4.538784963806227,2.2445841540527685,3.2851893396328373,4.414385848590156,6.789381240850445,2.0441312780663066
2013,0.7365590651116326,-5.380130995363484,2.8786374703417774,0.47041784100535233,3.64766773141754,4.761250641935131,4.401250115454202,1.6229680627340075,,,5.194611611228454,10.462101008370823,14.000492695927585,1.4534342076972682,,1.8511541532545412,2.8204084585716216,1.8415386569851206,4.968003251800493,5.1365205779532745,0.0022682197180158696,1.7698484081407364,1.8141703725329281,2.1303382755934184,62.906853861583265,0.007962723092689259,4.5546453110489855,5.619851389783476,2.3253651070474435,15.589002855815012,1.365719378148955,2.9038626404404115,38.94286534419014,6.4523276579746796,7.03516563238378,1.0695393649777751,2.9893206938660146,4.554473198393453,1.6458176302230658,4.297237249594367,5.5821632196705,2.0535809522968456,3.923120745191061,4.572428393193503,3.0489437119071,2.174412807439215,3.790317096753848,7.48932505567267,1.9540600764128895
2014,0.6286889683910061,2.6900056469009668,3.054209932625647,3.330197309424247,2.562551547868414,3.3900757848935195,8.844073220921947,1.9948432773106337,,0.40749903935821474,4.176029528582626,16.133995169430705,6.908370612581567,1.5092504225352132,,0.6065723895486486,3.3356911106881637,6.938647242971578,1.8718835765044037,6.139440719651292,-0.8402213064968113,2.5415291224710237,1.2022084243957663,3.8696315862691852,15.558740639734975,0.13421097879883348,2.977511232975682,6.7954138572736795,1.003936390332857,7.623617041748338,1.07943343471079,2.959254354844876,27.804710044585008,3.5831669119279512,7.575911814336695,0.8174784678701965,3.8111233904055295,9.037274684601698,2.0361312118576795,7.808963045482782,4.780979183619388,1.5193274375397945,2.526985160175786,2.8329281892961995,0.8449499953291509,2.0384274686801462,3.2458961295927646,5.5554279180858686,2.425172602221897
2015,-0.2868322906764373,11.08133902589938,1.315011821208765,2.797732674520926,1.9599271569774785,0.2371275547571038,5.490245133056671,2.1556402104847945,,0.5110298386341964,3.0743420897421316,34.41825610272479,5.932712165929492,2.1025812840132576,0.009604340370541161,0.8121887025359357,4.066488965364531,0.28997698560418794,5.222556473309224,6.461401208645136,0.6057679818937005,1.6119190095654001,0.8837999363126924,4.798094985246242,7.210237816044383,0.810384336824241,2.8972772745315756,3.121074775068009,2.102483708109009,8.135849503722278,0.8300267697443322,2.9461110839015374,23.865490043192764,7.400680559684246,5.4676176411371715,0.6215016370001252,1.897101827693743,10.740037491144559,2.3019493465584495,7.392721962420112,3.795099147053841,0.4387357920563593,3.341352614477549,3.1763349282652737,4.4802672605949505,2.1199926059717935,2.2776050745834513,7.447416689842493,1.999687363507687
2016,0.9063007059974599,-0.3402428287050136,1.1148813101068662,0.9449448167347317,3.043803498975381,0.00209706466052342,6.82845115376405,1.9633494345732676,,0.3524583956588343,2.510784036348316,0.4629693634134225,6.142062350639091,2.4385627814276227,0.24606058491242194,0.7245727755521898,5.576203217074879,0.32302021153055654,4.703702367904553,6.205533261442378,18.828009434356716,1.9274827263555894,0.6275912663555834,3.7473305742378242,9.171903325971725,0.8815502289750736,4.5646080317149496,1.4627297314386052,2.5415326068364985,4.237311147117118,0.22466063786451287,1.930005402510567,25.91877246378495,3.3457043731155593,2.8977447832380494,0.8533957427519155,3.2172348135560744,7.982791554182189,2.481103206607526,4.357421886719657,2.2922104016223805,0.6846125534557941,2.495327593019283,1.7359121099756527,-0.7627578259558165,1.4034455864099298,2.1425304891558974,3.1625197481390006,1.6692743528840426
2017,0.6479026963449002,-10.038376781973584,1.5817049507913798,1.6179609292132315,0.018237034212282083,8.114501839026044,5.59469672173512,2.25620975874553,,0.3637765360911429,2.7564433142270284,0.3796839948051704,5.970135971430853,2.983015509176952,-0.22025415691435601,-1.2990894599498601,4.912701476776026,-0.5606957377685895,4.275241642770354,5.38852778041725,5.594271746383557,1.0674439673303247,1.640836903986427,1.8280670358676472,7.309485784396536,0.1637941828142394,3.5279715100005777,1.0085487596617964,3.649342289614589,8.650079991880824,0.6506654035093453,2.2609219612053875,17.483111931985633,2.1750573020054307,3.0282302472759937,0.6421829223362595,2.961535684035041,10.623660486276334,2.80185380597297,11.777169738785721,7.110524589059572,0.5396739567594561,2.580438763950048,1.7601164380241545,1.3864543837037306,1.9233125677007012,2.6108891801135115,4.280501170595743,0.601448420215299
2018,0.7535760885521243,-8.125891108764847,1.3607357334914312,1.6789338644858451,1.689199429430916,0.2498341675075148,4.6959573551619505,1.9148578128622065,,0.4771500924325221,2.9590425793481296,0.09215487944361835,5.834973096672456,3.10040077579187,-1.5945698749409492,0.6681188474581748,3.9877197163417497,-0.3730782727526869,4.896535017621919,4.441431212796292,2.975112562653644,1.3231692756587285,0.832686217791619,1.598987392885656,3.772684938847884,0.3593063832078486,4.447927987279935,0.7795374092478199,2.7373851306430685,,0.6678562075452907,2.7833793684016515,11.174143183899412,1.712998083285338,3.630373994781339,0.18382149568222914,3.7995013294682924,6.1759841861800675,3.6676580901097084,17.1030662941746,3.9190278992016028,1.3742911715345945,3.5126952388044828,1.704409794993628,-2.574548033703817,2.3224803498441355,3.2051281060733796,1.5523188673839572,2.1017210819950343
2019,0.7139473080156906,-5.780813142866359,1.5162078093564542,0.5596534980417652,1.0164787373678958,1.175605936735305,5.4578875338378126,2.583406024891568,,0.35989403114437424,2.609314480152918,-10.214754646531027,5.6655004020076145,2.8273294496068657,1.4609579276167917,2.7851139691494726,2.657360161384564,-0.20017955636588292,3.919437912178894,5.6774169797710226,0.3302868218328395,4.510696699624853,0.4681685474814762,1.4946483914442825,2.611211948791855,0.5436470109256889,3.362798309946544,0.4997150139925278,4.971522454351287,-11.19173437846335,0.39972037303759084,1.3347978956741473,21.78419149019315,-1.407106286316114,5.563788727951042,0.4857776280493638,2.542899766733879,5.857917814346549,4.552476185830377,13.757570196023405,5.2486537525782335,1.314077522933058,2.552269688288053,1.9945935395939423,4.943691878100284,1.9448764995090355,3.6862037122500144,2.350919043317303,0.9701599092929938
2020,0.6938160147728446,-3.8482639872986413,1.1118387976436894,0.2125133140064558,-0.5572795335335717,0.8010858272366158,3.712184906383352,1.65595614712353,,0.3163854749555058,3.075078475061387,-17.292117103422836,4.967739737999152,1.52462948997172,0.16678539389747238,0.9447133371690843,2.225385750666462,,10.461275573721727,2.6780410378102664,1.2517129211378508,1.2748856386373755,-0.005368454393516206,1.3634741536623571,23.234842599228596,-1.0398195072619687,2.7465713235246683,2.1426826471546843,3.0738032642040123,11.23282992277161,0.14101954672063405,1.169073345875581,22.394437032002628,-1.4188995527534842,2.62395545283651,0.5518935088386898,1.4999833929537492,9.997715828808532,7.523957081116896,5.790270151910721,2.5819949433745957,0.9330736843523951,2.65193447042229,1.4284596517463233,-0.800061438966795,1.4663430490686205,3.1688131777375563,1.3519057741292773,0.55962615629068
2021,0.46672847968294234,-6.548542275640723,1.9558145968626497,-1.70154533730106,-0.4059260781137962,0.80616227429977,4.457305001323526,2.140613269006566,,0.3105319690043552,3.0322063887042505,-2.159828737418657,4.924947968406668,1.2061786105566485,1.8433649173388411,2.382294476309303,3.8283064082909783,,12.502620127966907,3.185922516303763,1.1577049627830907,0.9995554417893024,0.38259399651895315,-0.5129156460093011,15.245526871809833,1.7121928403851838,2.4564940252637695,1.046176499277301,3.314147827528081,11.604752779244274,0.7451352363045405,1.5942232144536588,32.752213853400605,6.7751489770655136,3.9881262800603485,0.7515783121749559,1.9142718986249518,11.250926099997018,9.404261901858737,7.528088833011928,2.9627751783613596,9.660265336380117,1.5275402983898176,1.684943478659608,-0.8503620010485723,1.1693752900545684,4.0667378576073805,1.7840784611825689,0.871791031892931
2022,0.10637075123243406,-6.320563843281894,2.160638912564764,3.491908164935431,3.5586103002345,0.757355122631357,5.430144512840146,2.087350321571222,,0.33228193053175403,2.141855158043764,0.1574858855068153,5.090028714020021,2.391180809690786,-0.0050246779384241075,0.2843277608480145,2.894938140424398,,10.499586098580787,1.9234406568595173,3.306303553944516,1.2054937663006569,0.6916459830680649,-0.33210707623469055,23.998530101566693,0.11561683289134869,3.0912317915701344,1.5988861322779202,3.8096790198259964,14.664420855105368,0.2857172740048477,1.7520598001891072,16.00429470697058,8.403125087836823,6.258814159798488,-0.039126748760344374,2.291214906343889,23.43601511189902,0.2538246280774785,9.224018125170977,4.129300496840528,2.2704685746936555,1.1100042159422567,1.8972887068556876,-0.6642542191267515,1.4428366739074523,6.480676162656014,-0.22328675515616153,1.0270312587541064
2023,0.49097261039328627,-2.4988397517981467,0.24880970672337882,3.4306799405557515,0.025458141646650695,1.2916690125416903,6.264688576718509,-0.22145818674259976,,0.3958022930046564,3.5780977317575626,0.17207998133688193,3.342892057208758,2.484984330812324,,0.6332058969219704,1.9932850290032298,,8.696267423727623,1.7275222747365597,5.891958458558056,0.012569640821760915,0.674542879122223,-1.210966564875221,2.060679952830189,-0.36407141309614155,0.7553087057470227,1.5988861539363366,0.11238399400406995,7.96446557967187,0.1104210631608479,0.758899868035704,12.806518901503274,18.576402979350966,0.24014127326169563,0.5146459813016947,3.2570148471592306,-0.5372249648349753,0.2960668887754023,11.19364332789334,3.1472967411852295,0.9042127897914531,,2.057911761366913,-0.6577461320848785,1.4982279040318947,6.13337677703253,0.31150723784521356,1.5834554077134582
