GDP,Inflation,Exports,Imports,Job,FDI,Stability,Urbanisation,Technology,Energy,Agriculture,Population,Cluster
2.11796245079469,6.34221743124953,0.909092611458147,2.08811559348483,0.4237706535056449,6.34221743124953,0.3798933881650462,0.02685,45.36625,0.3457250000000001,0.06639229331356782,1.10328678263994,3
45.0964629724014,2.37317531435169,38.383285195173,31.81170518793,0.3468812327539514,2.37317531435169,0.01507875437895865,0.01555,86.38295,0.03075,0.0177478465195997,1.12674309223491,3
15.7901132467478,9.87432675044888,4.24241813256351,5.354663357827469,0.5148333442963012,9.87432675044888,0.244862697493085,0.0412,19.3545,0.8391,0.2263741989673775,2.46201530433165,2
20.6617945960873,2.05880228274214,6.07561216496845,8.26179893652911,0.3587487668352313,2.05880228274214,0.003175023279720062,0.04835,31.7585,0.6378,0.3510890648853471,2.97400537620334,2
10.6517094114594,4.95305034506872,4.07832553040484,5.66485395208106,0.2346116161444206,4.95305034506872,0.3073331046243566,0.03995,44.0776,0.23525,0.1874292462539114,2.96653079197429,2
14.6445248190054,7.05298238454743,7.68408047986153,8.117926380510399,0.4712384450624524,7.05298238454743,0.7809538904729876,-0.0008,73.55,0.0923375,0.03857345640555295,-0.117452949112512,3
144.417103249646,6.09114152504141,61.741317207840105,73.709510189524,0.3257261749120086,6.09114152504141,0.3565256420867574,0.0187,89.01515,0.1078875,0.1106461986745553,1.02195181223548,1
20.954220983547295,7.12697482131851,9.487886113968331,12.6455344176228,0.4365857335003014,7.12697482131851,0.1022755930685831,0.04275,20.5883,0.7994625,0.2591145115958858,2.95358093047219,2
12.3510250669131,5.87993463284275,5.361856741197211,8.17616017253968,0.3732988648693343,5.87993463284275,0.7070466241951673,0.03355,61.6641,0.3089875,0.07718255141630603,2.50947899094054,3
16.8191704205653,3.70097316425842,1.48441296281876,3.63206374765217,0.3894890597111981,3.70097316425842,0.04757260377824393,0.0451,16.1239,0.8147125,0.4781317388747312,3.29489175812772,2
14.0977684721883,19.789546746467,3.5837519612792503,5.7185255564127,0.3768559911730083,19.789546746467,0.5430384341879153,0.03165,31.93625,0.814675,0.2705330575811515,2.1984982050137,2
30.8483330837055,5.93947798773215,7.09285922286761,14.8108512064771,0.3085764886691372,5.93947798773215,0.4448865280913037,0.036,57.47865,0.3798375,0.1741261524488815,2.38738348832592,3
6.4118695462892905,47.6428733253179,1.38012385428218,2.20212202606211,0.3313509867960709,47.6428733253179,0.4056734811851982,0.03255,28.9734,0.7214500000000001,0.2907066848410769,2.19524258771884,2
380.699271814508,6.0739085322053,124.696245269168,123.443903852979,0.4292915135110234,6.0739085322053,0.2528199696586829,0.01645,74.4282,0.09415000000000001,0.02616810424066588,1.32810094082844,1
109.265503110904,138.80846024176,1.21078042904576,1.49215177071773,0.282746100232499,138.80846024176,0.006813679036462923,0.03655,28.16905,0.6119625000000001,0.0547014439253618,1.32652175747925,0
79.062403820892,3.79923291384916,13.5951202075357,16.6162330592363,0.4661530316775418,3.79923291384916,0.4789649123902248,0.05005,30.79645,0.8379625,0.2368714737787188,2.90250073555304,2
9.171261837571029,7.96757361617945,2.19241068319019,3.44125304633144,0.3482844613216396,7.96757361617945,0.1699924366801951,0.0364,35.06315,0.7646250000000001,0.1813083204955593,2.33345506489111,2
48.5295954166533,9.32899597507865,25.1787955840227,26.834143358331502,0.3579594032374758,9.32899597507865,0.2640362470439346,0.01255,71.0767,0.1262125,0.0947322064564395,0.666925034776371,3
48.76895586331749,5.35094804280395,5.658032305292011,10.6023648620753,0.3920691665248051,5.35094804280395,0.2433690961485637,0.0546,26.90685,0.93,0.240895746897279,2.80083228962433,2
27.577956471244,10.884531691282,11.2645262882707,10.3129872633203,0.3457385205968067,10.884531691282,0.5799350350118567,0.0405,29.09235,0.8170499999999999,0.02230120342593435,2.79406758723844,2
35.2313678858554,104.705170628667,7.60271793386579,10.2930426613896,0.386785193547791,104.705170628667,0.1750365610779295,0.0227,32.51155,0.83295,0.04108253654417846,1.67709591394986,0
