Year,Algeria,Angola,Benin,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Djibouti,"Egypt, Arab Rep.",Equatorial Guinea,Ethiopia,Gabon,"Gambia, The",Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Libya,Madagascar,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Rwanda,Senegal,Seychelles,Sierra Leone,South Africa,Sudan,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe
2010,62.203842893358,51.5728074378831,2.19999938441004,5.32589440836078,2.07407430585765,0.197117146938277,0.552604498853242,6.15312290606151,0.24909343027102399,3.93072739291387,0.08751920397503289,8.86591682314979,9.01034499062158,,46.7513611615245,13.9910110760339,,8.28773908053121,0.226367642899885,9.49081212853579,2.07942465458987,0.11882473184379799,9.137589275761739,0.941418358425094,49.9563857911618,2.183656264169,2.44110349040386,2.5746124682518703,5.12564805550863,30.046721232986197,3.35147180224651,5.51930934142765,1.2706695454766601,0.657968197706553,3.22123863392741,0.89687310574782,0.432978715649004,107.610657455818,10.3041379310345,6.27693717861028,1.27976833207496,22.160316333659402,3.68746534270817,7.5035125388255395,3.5692544
2011,78.5734897186418,67.8227812391048,2.2295202397613303,6.68440443605826,3.1644939955750697,0.19675223756396698,0.672876287854967,7.421773622741551,0.320053983563233,4.73225978657814,0.101862719774965,10.2107362412238,11.524199117771,,48.5370051635112,16.0383640036332,5.331910669975191,11.243840178751,0.237665945273699,14.5296311056309,2.2121068026382598,0.22329331077985998,10.1001263698085,1.2309676579567201,18.3745972722342,2.62453167769278,2.95329243039533,3.39468026862567,6.04073371548407,35.1756980175837,4.58736928745407,5.703110578388429,1.34134517264354,0.8715523091953861,3.79507462372951,1.03732478035757,0.478655083439063,126.912776368754,6.865605263157899,7.49782353482418,1.66081415503162,22.1630310921499,3.5831120545468704,9.494352665253981,4.9075813
2012,78.0983617577117,71.6329683609542,2.66242102999897,6.6915798587139,3.34098954070765,0.226242999918978,0.716706284462159,7.20004095728217,0.289922950677384,4.75748381053297,0.09087603036033469,9.02720229760921,10.276401661279499,,45.7666666666667,16.0983370262265,5.96271616922631,10.4654564442994,0.28076074377467797,16.6569358753268,2.53104895700893,0.14814318278035,11.203175900437799,1.03557877496347,61.880142035096604,2.52198090692008,3.4658956677176698,3.24712476569348,6.27684445096987,34.323797625180404,5.00934450884687,5.22442991145347,1.51778733633114,0.91813339500836,3.9691701423947503,1.12260456795522,1.25101520750969,117.892612029379,2.5802833333333304,8.87063051022188,1.73677156741123,21.722011893267897,4.23015843106526,10.222369008995,4.3066531
2013,70.746581763019,67.1582411996324,3.4512406674966303,8.75995935423986,3.64031128681321,0.222979901007493,0.7611832327184089,7.97314541304449,0.25327413490802697,4.34793061980545,0.101000279360407,11.910414557159099,9.50633037938899,3.1977912773392,49.085271317829495,14.849114361747299,5.94844590095456,10.0924627618263,0.261079179200762,15.9830778004896,2.21734168337996,0.146638162048894,10.9726940271005,0.905412759607014,45.1267287991117,2.8912304583524797,3.3027986269534,3.29000770482617,6.4627760114064,35.014914037278395,4.8143954259270405,4.51647927836452,1.73608877175416,1.0551114042521599,4.2282734849784,1.2625433229715801,1.40853472787876,113.768565563408,4.09024657534247,8.67912026993239,1.99759228061287,21.8547534311837,4.77487414212843,11.3502362204724,4.1976874
2014,65.9947365701917,60.7704024732912,4.17543884264093,9.48052936899091,3.75513366900295,0.23529549181793002,0.7605841054019721,8.59085430265916,0.315975056005751,4.762356078845451,0.111239530170606,13.2260857682531,9.5211872601466,3.50748274148806,43.529411764705905,14.357208631211599,6.4741642341889,8.10456851324111,0.26847627062752,15.4663732511673,2.34284382877653,0.189520128440422,11.248585737721399,0.9312581178284841,18.4958841623952,3.54173178827034,3.24008151939739,2.46489718391279,6.86714225444071,35.8976805236335,5.89489397846845,4.851942697549091,1.73219008738564,1.14263432110589,4.31150460085322,1.3762101267016398,1.5426644913816,110.55003301242999,3.76768539325843,9.032206214442681,1.81171070290744,21.590469318332403,4.87496992405966,10.5367668562145,4.0804407
2015,38.489004322741096,26.9268460814949,2.8152047831248797,7.1835959787509,3.08909821334422,0.199192399041752,0.719811847367087,6.76065400468446,0.289437777667248,3.28531050141704,0.0979186760474854,10.5128994234281,5.0804897977509205,3.5255822328256103,43.4231805929919,7.4707012986065795,6.04770138262093,6.62083338851661,0.214593792981957,16.714895486563698,1.8904782905367,0.288634342955778,10.6083358229326,1.0121121981144001,10.8286212813403,3.21467873849738,3.15087134828648,1.8620934804690499,6.18349702054101,33.1195692738522,5.27963842357529,4.00934264384947,1.3817301023702,1.13049206831443,4.0308184159103,1.29037523495138,0.8168522852639869,96.0858976683633,3.3223636363636397,8.11010904857517,1.4950428783633398,17.5792518957497,4.17060300920654,7.89238863394057,3.824969
2016,33.4172469782851,14.838933358413,3.26341659755351,8.23683249981332,3.32588985003121,0.168837908896205,0.767162455084066,6.4078096863797,0.270501993134169,2.6552144633324097,0.10809887455425601,8.89617727154238,4.59864863075926,2.70300639766826,34.3926380368098,5.77921793737982,5.8041215465048,6.1754687822186805,0.189367460895985,17.5196607155782,2.5247620716380803,0.296013057520557,9.9128156739736,0.967977351678437,7.2761259780676895,3.44706621368097,3.2881143051606103,2.17078411399718,6.19305960801233,34.2914935504303,4.27026415295059,3.75372165457513,1.26692859634818,1.3409677781496798,4.1052547232445695,1.33873018008626,0.915541753975396,91.1090214089525,2.13343333333333,8.13810352092867,1.57828406671442,16.9878209506092,3.6292276912213404,7.40349127128836,4.0981321
2017,38.6097730405942,21.373167719717603,3.45556102004159,6.91233973657387,3.73162630073619,0.164138992722486,0.8400052784797459,6.6244799530876,0.35768291680067404,3.38742983699061,0.128229514973898,13.4019893687016,5.67613654710808,4.14658931696311,37.289402173913004,7.181836773618841,6.2386023817425,7.49859694854146,0.27811832712067996,20.463639259833197,4.61102766418413,0.390049715257766,10.448711418203699,1.09517022207101,18.2649840008035,4.07182755294261,3.4529641299011202,2.3464329646715596,6.60376165613655,38.6518858134308,5.44426791805269,4.33545425028185,1.4324249858457698,1.89945707454101,4.6045637116937,1.57333340318565,0.974210474143441,104.288394992827,2.52331428571429,8.34470704548532,1.58871829183076,17.5930231356624,5.12237657657757,9.05391248752298,3.45699696824637
2018,45.5707024264208,32.4447133295102,3.8899620714675898,7.53291234537339,4.46175678016476,0.151646759797055,1.01139079675496,7.4861735332257995,0.35402474220116503,4.067531563951389,0.15346213603488698,15.4851306905754,9.19093087456505,4.563067954828069,47.2256612267867,7.80772284625857,7.05558668875777,9.15880246498934,0.37236222892773196,22.514781525846,4.76736752693678,0.393523433720411,11.564075006376498,1.27385756124071,30.378023791051397,4.33936735069394,4.18623145842779,2.7342919206783,6.79260573341506,43.0775203593568,6.83755908708865,4.9094593281427406,1.45006851263421,2.03436997368694,5.305072986890839,1.55314543037773,0.718218823061887,111.434691806498,2.47359950859951,8.4018589825961,1.7027743833411901,19.4165403852933,4.96771782669986,9.987165258555072,8.9365849565772
2019,39.4811355351468,28.919814315789502,4.26433252540811,6.20327431531089,4.69083178011539,0.133258587053003,1.05188007662263,7.87408586666636,0.349974468904547,4.1573680063255605,0.152645349458342,13.3931982758799,7.85470472117581,5.149667174954001,53.0410022779043,5.81056666364454,7.61543861800348,8.67868783155984,0.365730558072245,25.592296037445703,4.7106541577052,0.29180540424489304,11.471243360389401,1.10472746964081,29.332965257608898,4.00916648222619,4.441938779205381,3.3471848404204896,6.44830339207697,43.952860516023804,5.76175770823501,4.5653725049140395,1.38683586563682,2.25878071119102,5.847051726266151,1.53898343576862,0.632404798949993,105.90605917862199,2.73353246942149,9.78670208168473,1.66513340482303,19.2561902077846,6.04773636312228,8.07323506594259,7.08621533185038
2020,25.6134166503651,18.583150428118,3.11034869310499,4.68111752527574,5.6324527906129305,0.120542434078728,0.460735345542382,6.21210378455953,0.353021263260214,2.86274117783666,0.06948118646256951,13.935463325191401,4.66993981203556,3.6828793445906802,47.8727386150967,4.04117365570763,7.67298306057996,7.30282506646259,0.174106925873846,22.0813816946846,6.61743382861847,0.263738170631859,9.705264724222781,0.912849307419814,9.54130831941711,2.6288310606570002,5.1955633673956205,3.4204557472341297,4.48906653029348,37.369771251448,4.66777626286619,3.5643809639970003,1.33843309828216,1.96629618596002,5.07795181712245,0.920042421547639,0.661505014228488,93.19960085922051,1.38560746542553,8.92183900243059,1.7215672226082002,16.1458818543016,5.79602101464896,8.47399759693761,5.98968599210795
2021,43.6607277713446,31.753057845223598,3.70055428381399,7.85867990985688,6.4602088966494104,0.138797984687655,0.489360325016943,7.43096853929677,0.332868820827631,4.5647577566380795,0.140072558518104,22.344866757964002,7.833386313570481,4.8424778163526,44.8502230720204,5.512726595332169,8.49117495153881,11.8495724286055,0.133283633187106,23.901159997933103,9.59602358050904,0.334639738369748,11.8146170953331,1.1131037025097898,32.4197876806016,3.31474189421611,5.38099637281339,3.6757362387996704,5.07628141740793,47.0605499214328,6.52389098602307,3.96338944458823,1.4905636812607301,2.1606398796591,6.78101170868501,1.19366326324547,1.11428867011354,130.910965845524,0.770119708003068,9.97659046946969,1.97123450384417,19.6731612862131,6.39600927352046,11.5378849560409,6.204092888499891
2022,69.5169036791619,46.3447619738705,3.76803659368594,8.848562925384568,5.97444885414295,0.16597120065966497,0.8692364872634439,8.56868436904679,0.293074002707976,6.11412210597427,0.157999757615978,29.938355213702,10.0931865106175,6.20958120199639,71.9270516717325,7.24994576076341,10.4510939405472,13.813536175239099,0.188942455877392,25.7426848556646,9.04305903849661,0.27382339661599897,13.953584184492799,1.09507792004388,39.7783442114613,4.59756135420694,5.8550581484263,3.79812643833762,7.154733943261831,58.681916332206804,9.409084985625789,5.07028105159631,1.3155476339437302,2.99321486151281,7.4179174970458694,1.8189663061789898,1.19495886500589,135.795104058468,0.811770224745841,11.678964531407601,2.0913181757473,22.4767303294792,5.47786227779869,11.722089926113501,9.1392155739541
2023,58.4881511649929,34.6566219502738,4.17003440776298,6.260105935049539,5.866151263395509,0.139067146383838,0.9720743953685711,8.18735190800398,0.36903417082499895,5.72053663556417,0.175212605248483,29.3719426647165,8.71705685949555,6.930852349469109,75.6448085380457,4.51583050885739,10.7926087496624,12.355906081205,0.230134389546754,25.9940080439853,9.227256421319929,0.284377847724849,12.6255034238139,0.909092611458147,38.383285195172995,4.24241813256351,6.07561216496845,4.07832553040484,7.68408047986153,61.741317207840105,9.487886113968331,5.361856741197211,1.48441296281876,3.5837519612792503,7.09285922286761,1.84053550439143,1.38012385428218,124.696245269168,1.21078042904576,13.5951202075357,2.19241068319019,25.1787955840227,5.658032305292011,11.2645262882707,7.60271793386579
